_id,createdAt,firstName,lastName,email,birthday,gender,highestDegreeEarned,countryISO2,admissionsQuiz
64f441952cd091f067189009,6/20/22 7:45,Mathew,Skubis,mathew.skubis19@yahow.com,5/2/98,male,Bachelor's degree,NE,complete
64f441952cd091f06718900a,6/1/22 13:11,Susan,Goatley,susan.goatley75@yahow.com,10/26/92,female,High School or Baccalaureate,TW,complete
64f441952cd091f06718900b,6/23/22 12:59,Concepcion,Oneil,concepcion.oneil10@microsift.com,8/28/00,female,Master's degree,US,complete
64f441952cd091f06718900c,6/14/22 0:30,Oscar,Barnes,oscar.barnes76@microsift.com,3/9/99,male,Bachelor's degree,PH,incomplete
64f441952cd091f06718900d,6/22/22 0:20,Jose,Gosselin,jose.gosselin94@gmall.com,6/30/90,male,High School or Baccalaureate,SO,incomplete
64f441952cd091f06718900e,6/30/22 3:22,Eric,Lighthill,eric.lighthill40@gmall.com,12/9/90,male,Master's degree,ZA,complete
64f441952cd091f06718900f,6/24/22 6:27,Dallas,Popp,dallas.popp70@microsift.com,6/6/00,male,High School or Baccalaureate,KE,incomplete
64f441952cd091f067189010,6/6/22 13:45,Todd,Martin,todd.martin5@yahow.com,5/26/98,male,Master's degree,ET,incomplete
64f441952cd091f067189011,6/3/22 16:38,James,Huston,james.huston13@gmall.com,4/21/96,male,Bachelor's degree,IN,incomplete
64f441952cd091f067189012,6/1/22 0:14,Russell,Barela,russell.barela77@microsift.com,12/20/00,male,Master's degree,GR,complete
64f441952cd091f067189013,6/1/22 4:23,Emily,Svenson,emily.svenson59@gmall.com,8/3/95,female,Some College (1-3 years),KE,complete
64f441952cd091f067189014,6/8/22 0:48,Johnnie,Fulton,johnnie.fulton41@microsift.com,10/7/91,male,Bachelor's degree,BD,complete
64f441952cd091f067189015,6/3/22 18:30,Dean,Hark,dean.hark68@microsift.com,5/31/03,male,Bachelor's degree,NG,complete
64f441952cd091f067189016,6/12/22 3:50,Stanley,Mcclendon,stanley.mcclendon4@microsift.com,4/19/04,male,Master's degree,KR,complete
64f441952cd091f067189017,6/4/22 11:22,Kenneth,Rogge,kenneth.rogge12@hotmeal.com,1/21/97,male,Some College (1-3 years),NG,complete
64f441952cd091f067189018,6/26/22 0:20,Richard,Hackett,richard.hackett32@hotmeal.com,10/4/96,male,Master's degree,NG,incomplete
64f441952cd091f067189019,6/28/22 8:47,Emma,Heeren,emma.heeren74@yahow.com,3/17/04,female,Bachelor's degree,PK,incomplete
64f441952cd091f06718901a,6/21/22 10:26,Michael,Menotti,michael.menotti9@yahow.com,6/12/02,male,Bachelor's degree,ZM,incomplete
64f441952cd091f06718901b,6/26/22 10:57,Thomas,Stamps,thomas.stamps25@gmall.com,8/8/83,male,Doctorate (e.g. PhD),ET,incomplete
64f441952cd091f06718901c,6/15/22 17:19,Belen,Green,belen.green92@yahow.com,2/3/94,female,Bachelor's degree,CN,complete
64f441952cd091f06718901d,6/15/22 23:31,David,Ramirez,david.ramirez89@gmall.com,12/30/87,male,Bachelor's degree,SZ,complete
64f441952cd091f06718901e,6/17/22 10:48,Francisco,Meehleder,francisco.meehleder73@hotmeal.com,11/29/81,male,Bachelor's degree,KE,incomplete
64f441952cd091f06718901f,6/10/22 13:08,William,Jakeman,william.jakeman18@gmall.com,7/25/92,male,High School or Baccalaureate,SD,complete
64f441952cd091f067189020,6/28/22 21:20,Melissa,Cofield,melissa.cofield23@gmall.com,4/13/94,female,Bachelor's degree,BJ,complete
64f441952cd091f067189021,6/24/22 9:41,Justin,Milla,justin.milla26@microsift.com,11/25/97,male,Bachelor's degree,ET,complete
64f441952cd091f067189022,6/21/22 14:19,Clarence,Burlin,clarence.burlin46@microsift.com,6/14/99,male,Bachelor's degree,NG,complete
64f441952cd091f067189023,6/15/22 23:38,Ralph,Pope,ralph.pope59@yahow.com,3/4/76,male,Bachelor's degree,ET,complete
64f441952cd091f067189024,6/6/22 0:10,Charles,Cowman,charles.cowman57@gmall.com,1/22/83,male,Bachelor's degree,IN,complete
64f441952cd091f067189025,6/19/22 3:17,Dennis,Dehart,dennis.dehart9@yahow.com,4/13/75,male,Master's degree,IN,incomplete
64f441952cd091f067189026,6/16/22 23:31,Michael,Anaya,michael.anaya90@yahow.com,10/15/97,male,Bachelor's degree,NG,incomplete
64f441952cd091f067189027,6/18/22 16:34,Louise,Delisi,louise.delisi37@yahow.com,1/1/95,female,Master's degree,TZ,complete
64f441952cd091f067189028,6/25/22 16:06,Mary,Wade,mary.wade19@yahow.com,8/11/96,female,Bachelor's degree,NP,complete
64f441952cd091f067189029,6/23/22 0:58,Jennifer,Wheeler,jennifer.wheeler57@hotmeal.com,2/29/96,female,Bachelor's degree,PK,incomplete
64f441952cd091f06718902a,6/20/22 19:01,Richard,Simons,richard.simons92@microsift.com,6/3/98,male,Bachelor's degree,TR,incomplete
64f441952cd091f06718902b,6/11/22 20:10,Nancy,Nawrocki,nancy.nawrocki77@hotmeal.com,11/20/91,female,High School or Baccalaureate,ID,complete
64f441952cd091f06718902c,6/16/22 9:39,John,Rivera,john.rivera5@microsift.com,12/29/98,male,Bachelor's degree,NG,incomplete
64f441952cd091f06718902d,6/19/22 0:16,Terry,Affolter,terry.affolter49@microsift.com,2/2/97,male,High School or Baccalaureate,IN,complete
64f441952cd091f06718902e,6/5/22 3:18,Connie,Garner,connie.garner31@microsift.com,12/24/91,female,Bachelor's degree,KE,incomplete
64f441952cd091f06718902f,6/16/22 14:14,John,Dykstra,john.dykstra21@hotmeal.com,11/21/01,male,Bachelor's degree,ZA,complete
64f441952cd091f067189030,6/9/22 17:55,Bud,Roberts,bud.roberts99@microsift.com,8/30/89,male,Bachelor's degree,US,complete
64f441952cd091f067189031,6/18/22 3:56,Bert,Mccrate,bert.mccrate12@yahow.com,4/25/85,male,High School or Baccalaureate,GH,incomplete
64f441952cd091f067189032,6/4/22 23:52,Glen,Thompson,glen.thompson79@microsift.com,5/12/99,male,High School or Baccalaureate,IN,complete
64f441952cd091f067189033,6/5/22 11:46,Douglas,Johnson,douglas.johnson59@yahow.com,6/4/96,male,Bachelor's degree,NG,complete
64f441952cd091f067189034,6/5/22 10:53,Leonard,Black,leonard.black18@hotmeal.com,4/9/02,male,Bachelor's degree,PH,complete
64f441952cd091f067189035,6/24/22 3:51,Joan,Hasson,joan.hasson74@hotmeal.com,5/18/98,female,Bachelor's degree,IN,complete
64f441952cd091f067189036,6/10/22 22:24,David,Williams,david.williams64@microsift.com,8/2/03,male,Bachelor's degree,NG,complete
64f441952cd091f067189037,6/6/22 10:22,Deborah,Howard,deborah.howard54@gmall.com,4/20/03,female,High School or Baccalaureate,NG,complete
64f441952cd091f067189038,6/18/22 11:42,Robert,Nash,robert.nash24@yahow.com,10/31/02,male,High School or Baccalaureate,PH,incomplete
64f441952cd091f067189039,6/23/22 17:43,Allen,Reese,allen.reese87@gmall.com,3/12/94,male,Bachelor's degree,PK,complete
64f441952cd091f06718903a,6/7/22 0:06,Beatrice,Michael,beatrice.michael65@yahow.com,8/21/99,female,Bachelor's degree,UG,incomplete
64f441952cd091f06718903b,6/28/22 13:39,Juan,Glidden,juan.glidden32@yahow.com,9/28/86,male,Bachelor's degree,ET,incomplete
64f441952cd091f06718903c,6/20/22 15:44,Roger,Mcdaniel,roger.mcdaniel25@yahow.com,8/3/85,male,Bachelor's degree,NG,complete
64f441952cd091f06718903d,6/24/22 16:13,David,Pack,david.pack15@yahow.com,5/12/95,male,Bachelor's degree,KE,incomplete
64f441952cd091f06718903e,6/23/22 23:55,Tony,Aliff,tony.aliff42@gmall.com,1/3/03,male,Bachelor's degree,IN,complete
64f441952cd091f06718903f,6/20/22 21:28,Bernie,Reese,bernie.reese36@gmall.com,6/16/97,male,Some College (1-3 years),NG,complete
64f441952cd091f067189040,6/22/22 4:53,Craig,Chambers,craig.chambers23@microsift.com,5/19/99,male,Some College (1-3 years),KE,complete
64f441952cd091f067189041,6/9/22 23:33,Wilma,Martin,wilma.martin13@gmall.com,1/13/00,female,High School or Baccalaureate,PK,incomplete
64f441952cd091f067189042,6/24/22 6:27,Jaime,Bass,jaime.bass34@gmall.com,4/4/97,female,Bachelor's degree,GH,complete
64f441952cd091f067189043,6/7/22 6:26,Adam,Weber,adam.weber47@gmall.com,1/8/04,male,Bachelor's degree,NG,complete
64f441952cd091f067189044,6/24/22 19:13,Charles,Parks,charles.parks50@yahow.com,11/12/97,male,Some College (1-3 years),NG,complete
64f441952cd091f067189045,6/28/22 0:29,Laura,Pierce,laura.pierce8@hotmeal.com,11/20/95,female,Bachelor's degree,NG,complete
64f441952cd091f067189046,6/6/22 23:05,Stanley,Kruger,stanley.kruger91@gmall.com,7/9/89,male,Bachelor's degree,NG,complete
64f441952cd091f067189047,6/19/22 10:30,Brock,Young,brock.young1@yahow.com,8/19/96,male,Master's degree,KE,complete
64f441952cd091f067189048,6/1/22 6:58,Patrick,Struthers,patrick.struthers27@microsift.com,7/6/01,male,Bachelor's degree,KE,complete
64f441952cd091f067189049,6/12/22 10:02,Ione,Brown,ione.brown28@yahow.com,8/7/94,female,Bachelor's degree,PH,incomplete
64f441952cd091f06718904a,6/2/22 6:30,Bob,Fahrlander,bob.fahrlander51@yahow.com,5/26/95,male,Some College (1-3 years),IN,complete
64f441952cd091f06718904b,6/30/22 6:24,Jeffrey,Olofson,jeffrey.olofson35@gmall.com,10/13/64,male,Master's degree,KE,complete
64f441952cd091f06718904c,6/1/22 22:07,Gail,Weaver,gail.weaver31@hotmeal.com,1/10/96,female,Master's degree,SG,incomplete
64f441952cd091f06718904d,6/12/22 3:58,Corey,Page,corey.page58@microsift.com,3/26/99,male,Bachelor's degree,KE,complete
64f441952cd091f06718904e,6/18/22 21:45,Theresa,Robinson,theresa.robinson44@yahow.com,2/18/98,female,Bachelor's degree,KE,complete
64f441952cd091f06718904f,6/3/22 22:27,Joseph,Woodson,joseph.woodson78@yahow.com,8/18/98,male,High School or Baccalaureate,IN,incomplete
64f441952cd091f067189050,6/26/22 23:32,Mauro,Wells,mauro.wells80@gmall.com,2/14/97,male,High School or Baccalaureate,NG,complete
64f441952cd091f067189051,6/30/22 14:30,William,Merriweather,william.merriweather30@microsift.com,12/23/75,male,Master's degree,BD,complete
64f441952cd091f067189053,6/12/22 15:40,Patricia,Watts,patricia.watts85@hotmeal.com,1/26/01,female,Bachelor's degree,NG,complete
64f441952cd091f067189054,6/6/22 13:35,Kenny,Shaw,kenny.shaw14@microsift.com,5/2/94,male,Bachelor's degree,PL,complete
64f441952cd091f067189055,6/15/22 6:21,Kathleen,Almond,kathleen.almond60@microsift.com,11/9/97,female,Doctorate (e.g. PhD),NG,complete
64f441952cd091f067189056,6/11/22 13:44,Nick,Ortiz,nick.ortiz61@microsift.com,2/9/97,male,Bachelor's degree,MY,incomplete
64f441952cd091f067189057,6/18/22 10:39,Kevin,Walker,kevin.walker43@gmall.com,11/22/79,male,Bachelor's degree,ET,complete
64f441952cd091f067189058,6/13/22 18:30,Tanya,Rodriguez,tanya.rodriguez41@microsift.com,4/13/99,female,Bachelor's degree,PK,complete
64f441952cd091f067189059,6/26/22 11:09,Chester,Overby,chester.overby99@microsift.com,4/1/86,male,Bachelor's degree,PK,complete
64f441952cd091f06718905a,6/21/22 9:33,Janice,Tanaka,janice.tanaka19@yahow.com,1/5/88,female,Master's degree,PK,complete
64f441952cd091f06718905b,6/16/22 8:53,Debra,Winterbottom,debra.winterbottom67@hotmeal.com,3/25/85,female,Some College (1-3 years),IN,complete
64f441952cd091f06718905c,6/30/22 22:25,Adam,Robinson,adam.robinson90@yahow.com,3/25/02,male,High School or Baccalaureate,BD,complete
64f441952cd091f06718905d,6/16/22 8:48,Thomas,Gain,thomas.gain37@microsift.com,7/31/93,male,Some College (1-3 years),NG,complete
64f441952cd091f06718905e,6/4/22 2:12,Ernest,Pelter,ernest.pelter18@gmall.com,2/10/97,male,High School or Baccalaureate,ZW,complete
64f441952cd091f06718905f,6/8/22 14:55,Milton,Salazar,milton.salazar93@gmall.com,11/29/99,male,Master's degree,PK,complete
64f441952cd091f067189060,6/10/22 6:20,Anthony,Shelton,anthony.shelton15@microsift.com,8/29/00,male,Bachelor's degree,ZW,complete
64f441952cd091f067189061,6/22/22 13:24,Anthony,Blackwell,anthony.blackwell15@microsift.com,10/9/97,male,Some College (1-3 years),BD,incomplete
64f441952cd091f067189062,6/3/22 6:50,Robert,Michael,robert.michael2@microsift.com,12/27/98,male,Bachelor's degree,ET,incomplete
64f441952cd091f067189063,6/19/22 15:07,Louis,Manning,louis.manning29@gmall.com,7/30/00,male,Some College (1-3 years),NG,complete
64f441952cd091f067189064,6/1/22 6:48,Elva,Garand,elva.garand62@yahow.com,10/30/77,female,Bachelor's degree,US,complete
64f441952cd091f067189065,6/15/22 12:08,Juan,Gallagher,juan.gallagher33@hotmeal.com,2/14/97,male,Bachelor's degree,KE,complete
64f441952cd091f067189066,6/8/22 10:09,Tory,Tate,tory.tate74@hotmeal.com,6/15/88,male,Master's degree,UG,complete
64f441952cd091f067189067,6/7/22 22:01,Brad,Harris,brad.harris39@microsift.com,2/20/95,male,Master's degree,IN,complete
64f441952cd091f067189068,6/13/22 18:42,Linda,Tomlin,linda.tomlin41@yahow.com,8/11/96,female,Bachelor's degree,PK,complete
64f441952cd091f067189069,6/20/22 12:40,Richard,Dale,richard.dale90@gmall.com,5/7/94,male,Bachelor's degree,NG,complete
64f441952cd091f06718906a,6/7/22 5:28,Lance,Jordan,lance.jordan84@hotmeal.com,8/7/76,male,Bachelor's degree,NG,complete
64f441952cd091f06718906b,6/17/22 10:08,Debbie,Amey,debbie.amey73@microsift.com,6/22/99,female,Some College (1-3 years),NG,complete
64f441952cd091f06718906c,6/15/22 6:28,Domingo,Schimmel,domingo.schimmel77@hotmeal.com,4/17/03,male,Bachelor's degree,PK,incomplete
64f441952cd091f06718906d,6/8/22 10:30,Brittany,Reavis,brittany.reavis45@microsift.com,3/24/91,female,Some College (1-3 years),TZ,complete
64f441952cd091f06718906e,6/17/22 20:36,Michael,Morris,michael.morris80@microsift.com,7/15/96,male,Master's degree,NG,complete
64f441952cd091f06718906f,6/17/22 17:20,Tom,Schoeneck,tom.schoeneck76@microsift.com,4/29/95,male,Some College (1-3 years),CM,complete
64f441952cd091f067189070,6/14/22 18:29,Jose,Faria,jose.faria69@yahow.com,8/16/87,male,Bachelor's degree,PK,complete
64f441952cd091f067189071,6/24/22 7:09,Carey,Bush,carey.bush40@hotmeal.com,9/7/96,female,Bachelor's degree,ET,complete
64f441952cd091f067189072,6/16/22 20:49,Paul,Douthit,paul.douthit89@yahow.com,4/20/84,male,High School or Baccalaureate,ET,complete
64f441952cd091f067189073,6/26/22 10:35,Lee,Harlan,lee.harlan4@gmall.com,2/17/97,male,High School or Baccalaureate,NG,complete
64f441952cd091f067189075,6/1/22 5:30,Clint,Zimmerman,clint.zimmerman78@hotmeal.com,3/11/87,male,Master's degree,GH,incomplete
64f441952cd091f067189076,6/4/22 12:57,James,Selva,james.selva52@hotmeal.com,11/13/93,male,Bachelor's degree,MW,complete
64f441952cd091f067189077,6/3/22 2:29,Dennis,Litaker,dennis.litaker35@microsift.com,10/28/01,male,Master's degree,JP,complete
64f441952cd091f067189078,6/13/22 1:24,Charlie,Biagioni,charlie.biagioni57@microsift.com,2/24/98,male,Some College (1-3 years),CM,complete
64f441952cd091f067189079,6/19/22 8:54,Marian,Mcghee,marian.mcghee90@microsift.com,2/4/93,female,Some College (1-3 years),PK,complete
64f441952cd091f06718907a,6/28/22 19:29,Anna,Harris,anna.harris19@hotmeal.com,6/18/67,female,Bachelor's degree,GH,complete
64f441952cd091f06718907b,6/30/22 13:08,Christine,Brooks,christine.brooks65@hotmeal.com,12/16/00,female,High School or Baccalaureate,GH,complete
64f441952cd091f06718907c,6/27/22 1:40,Sean,Fredette,sean.fredette66@gmall.com,6/18/83,male,Bachelor's degree,IN,complete
64f441952cd091f06718907d,6/10/22 6:22,Jose,Fortenberry,jose.fortenberry26@hotmeal.com,10/19/89,male,Master's degree,NG,complete
64f441952cd091f06718907e,6/8/22 15:51,Charles,Mcquinn,charles.mcquinn79@yahow.com,4/17/99,male,Some College (1-3 years),ET,incomplete
64f441952cd091f06718907f,6/20/22 16:06,June,Best,june.best91@hotmeal.com,7/30/87,female,Bachelor's degree,NG,complete
64f441952cd091f067189080,6/20/22 5:21,Mary,Rovero,mary.rovero99@gmall.com,9/30/88,male,Some College (1-3 years),ZW,incomplete
64f441952cd091f067189081,6/12/22 0:59,Lynne,Willey,lynne.willey97@gmall.com,2/21/95,female,Bachelor's degree,NG,incomplete
64f441952cd091f067189082,6/10/22 21:37,Charles,Jones,charles.jones42@gmall.com,2/2/01,male,Bachelor's degree,PK,complete
64f441952cd091f067189083,6/7/22 20:19,Robert,Woodman,robert.woodman26@gmall.com,11/30/00,male,Bachelor's degree,PK,incomplete
64f441952cd091f067189084,6/20/22 17:16,Jose,Rodriguez,jose.rodriguez80@hotmeal.com,11/10/93,male,Bachelor's degree,NG,incomplete
64f441952cd091f067189085,6/24/22 6:09,Elwood,Mack,elwood.mack36@microsift.com,1/21/91,male,Some College (1-3 years),RU,complete
64f441952cd091f067189086,6/20/22 4:29,Arnoldo,Anderson,arnoldo.anderson82@hotmeal.com,8/18/93,male,Master's degree,NG,complete
64f441952cd091f067189087,6/18/22 6:06,Marcos,Gonzalez,marcos.gonzalez49@gmall.com,8/21/96,male,Bachelor's degree,IN,complete
64f441952cd091f067189088,6/17/22 1:38,Charles,Johnson,charles.johnson53@gmall.com,1/13/00,male,Some College (1-3 years),NG,complete
64f441952cd091f067189089,6/16/22 3:35,John,Simon,john.simon26@yahow.com,11/30/02,male,Master's degree,CN,complete
64f441952cd091f06718908a,6/18/22 17:17,Patrick,Colon,patrick.colon81@gmall.com,2/5/80,male,Master's degree,IN,complete
64f441952cd091f06718908b,6/7/22 22:15,August,Carson,august.carson9@hotmeal.com,11/19/00,male,High School or Baccalaureate,NG,complete
64f441952cd091f06718908c,6/26/22 19:14,Terrell,Ladner,terrell.ladner98@microsift.com,11/28/95,male,Master's degree,NG,incomplete
64f441952cd091f06718908d,6/7/22 19:52,John,Easterwood,john.easterwood73@gmall.com,12/6/98,male,High School or Baccalaureate,US,complete
64f441952cd091f06718908e,6/13/22 20:29,Gilberto,Gearheart,gilberto.gearheart22@yahow.com,9/3/89,male,Bachelor's degree,PK,complete
64f441952cd091f06718908f,6/7/22 9:07,Terry,Maung,terry.maung20@hotmeal.com,3/26/00,male,High School or Baccalaureate,KE,complete
64f441952cd091f067189090,6/20/22 4:36,Anthony,Wallace,anthony.wallace80@yahow.com,1/30/98,male,High School or Baccalaureate,CN,complete
64f441952cd091f067189091,6/23/22 7:38,Stephen,Franks,stephen.franks45@hotmeal.com,4/25/97,male,Bachelor's degree,BF,complete
64f441952cd091f067189092,6/6/22 16:28,Kevin,White,kevin.white57@hotmeal.com,2/16/80,male,Some College (1-3 years),TZ,complete
64f441952cd091f067189093,6/23/22 17:28,Arthur,Heaton,arthur.heaton32@gmall.com,12/30/89,male,Bachelor's degree,BB,complete
64f441952cd091f067189094,6/8/22 16:05,Gary,Laliberte,gary.laliberte99@gmall.com,5/18/93,male,Bachelor's degree,PK,complete
64f441952cd091f067189095,6/10/22 5:34,Paul,Tirado,paul.tirado88@hotmeal.com,7/16/94,male,High School or Baccalaureate,KE,complete
64f441952cd091f067189096,6/9/22 17:24,Edward,Bell,edward.bell81@microsift.com,3/6/96,male,Bachelor's degree,BD,incomplete
64f441952cd091f067189097,6/4/22 13:13,Robert,Ward,robert.ward14@hotmeal.com,3/14/01,male,Bachelor's degree,ZW,complete
64f441952cd091f067189098,6/1/22 18:18,Joyce,Hall,joyce.hall44@yahow.com,5/18/02,female,High School or Baccalaureate,MW,complete
64f441952cd091f067189099,6/7/22 13:44,Maria,Ortiz,maria.ortiz25@gmall.com,10/19/92,female,Some College (1-3 years),IN,complete
64f441952cd091f06718909a,6/25/22 4:28,Leonard,Bass,leonard.bass21@hotmeal.com,8/6/93,male,Master's degree,NG,complete
64f441952cd091f06718909b,6/16/22 14:01,Patrick,Lee,patrick.lee95@yahow.com,4/13/84,male,Bachelor's degree,NP,complete
64f441952cd091f06718909c,6/27/22 17:16,Isaac,Mills,isaac.mills43@hotmeal.com,1/28/93,male,Some College (1-3 years),NG,complete
64f441952cd091f06718909d,6/19/22 13:50,Ben,Loveall,ben.loveall72@gmall.com,1/14/98,male,Master's degree,NG,incomplete
64f441952cd091f06718909e,6/1/22 22:20,Nicholas,Leon,nicholas.leon30@gmall.com,8/8/62,male,Bachelor's degree,PK,incomplete
64f441952cd091f06718909f,6/23/22 1:23,Kerry,Shindorf,kerry.shindorf17@hotmeal.com,5/18/97,male,High School or Baccalaureate,VN,complete
64f441952cd091f0671890a0,6/10/22 6:07,Richard,Winter,richard.winter37@microsift.com,9/6/89,male,Bachelor's degree,GH,complete
64f441952cd091f0671890a1,6/10/22 2:11,George,Guerrero,george.guerrero35@yahow.com,6/25/89,male,Bachelor's degree,BD,complete
64f441952cd091f0671890a2,6/10/22 10:44,Brian,Kendricks,brian.kendricks42@gmall.com,12/14/87,male,Bachelor's degree,NP,complete
64f441952cd091f0671890a3,6/21/22 12:38,Hiram,Westlund,hiram.westlund28@hotmeal.com,4/18/03,male,Some College (1-3 years),NG,complete
64f441952cd091f0671890a4,6/22/22 20:17,Todd,Adamski,todd.adamski90@gmall.com,10/9/96,male,Bachelor's degree,NP,complete
64f441952cd091f0671890a5,6/14/22 22:24,Richard,Fernandez,richard.fernandez70@yahow.com,7/2/00,male,Master's degree,AF,complete
64f441952cd091f0671890a6,6/13/22 2:28,George,Frost,george.frost1@hotmeal.com,2/17/02,male,Some College (1-3 years),IN,complete
64f441952cd091f0671890a7,6/17/22 22:40,Michael,Spencer,michael.spencer50@hotmeal.com,5/28/95,male,Bachelor's degree,NG,complete
64f441952cd091f0671890a8,6/26/22 11:39,Emilio,Sample,emilio.sample26@gmall.com,9/24/81,male,Some College (1-3 years),IN,complete
64f441952cd091f0671890a9,6/6/22 7:16,Alexander,Bowman,alexander.bowman21@yahow.com,8/30/01,male,Some College (1-3 years),AF,complete
64f441952cd091f0671890aa,6/10/22 13:49,Dwight,Holbrook,dwight.holbrook55@gmall.com,2/11/80,male,High School or Baccalaureate,PK,complete
64f441952cd091f0671890ab,6/13/22 17:39,John,Wagner,john.wagner24@yahow.com,5/10/99,male,Master's degree,NG,complete
64f441952cd091f0671890ac,6/4/22 4:15,Melinda,Nixon,melinda.nixon60@gmall.com,4/12/78,female,Some College (1-3 years),PK,complete
64f441952cd091f0671890ad,6/8/22 7:19,Jenifer,Ruper,jenifer.ruper83@hotmeal.com,1/16/87,female,Some College (1-3 years),IN,complete
64f441952cd091f0671890ae,6/12/22 18:42,John,Wood,john.wood88@microsift.com,1/11/86,male,Bachelor's degree,IN,complete
64f441952cd091f0671890af,6/2/22 17:28,William,Raybuck,william.raybuck40@microsift.com,10/28/93,male,High School or Baccalaureate,PK,complete
64f441952cd091f0671890b0,6/24/22 2:27,Eric,Ramos,eric.ramos18@gmall.com,8/10/83,male,Bachelor's degree,TZ,complete
64f441952cd091f0671890b1,6/20/22 8:25,Kevin,Ochoa,kevin.ochoa13@hotmeal.com,5/31/97,male,High School or Baccalaureate,NP,complete
64f441952cd091f0671890b2,6/7/22 10:30,Kenneth,Dempsey,kenneth.dempsey28@yahow.com,12/19/00,male,Bachelor's degree,TR,incomplete
64f441952cd091f0671890b3,6/14/22 22:29,Robert,Brown,robert.brown46@yahow.com,6/12/91,male,Bachelor's degree,MW,complete
